date,Alkalinity to pH 4.5 as CaCO3,Ammonia un-ionised as N,Nitrite as N,"Nitrogen, Total Oxidised as N","Orthophosphate, reactive as P","Oxygen, Dissolved as O2","Oxygen, Dissolved, % Saturation",pH,date
2011-06-09,179.0,0.0007,0.0109,5.79,0.048,9.72,93.1,8.28,2011-06-09
2011-07-08,171.0,0.00076,0.0084,4.15,0.023,10.0,98.7,8.23,2011-07-08
2011-08-15,186.0,0.00072,0.0064,3.94,0.033,9.83,95.2,8.15,2011-08-15
2011-09-06,184.0,0.0007,0.0043,3.71,0.034,8.59,82.2,8.0,2011-09-06
2011-10-24,190.0,0.00057,0.0046,4.38,0.024,9.61,86.4,8.12,2011-10-24
2011-11-16,192.0,0.00046,0.004,3.55,0.044,11.2,93.8,8.18,2011-11-16
2011-12-12,161.0,0.00031,0.004,4.98,0.119,13.3,96.7,8.14,2011-12-12
2012-01-09,202.0,0.00045,0.0071,7.78,0.062,11.8,98.0,8.36,2012-01-09
2012-03-09,202.0,0.00044,0.0059,5.87,0.027,12.7,104.5,8.42,2012-03-09
2012-03-27,193.0,0.00042,0.0117,5.79,0.06,11.2,91.0,8.1,2012-03-27
2012-04-20,173.0,0.00044,0.0076,3.59,0.055,12.3,101.2,8.33,2012-04-20
2012-05-18,213.0,0.00028,0.004,7.12,0.02,9.33,83.4,7.7,2012-05-18
2012-06-12,194.0,0.00024,0.0082,4.98,0.034,8.93,80.0,7.63,2012-06-12
2012-07-13,209.0,0.00061,0.0057,6.24,0.02,9.05,83.0,8.3,2012-07-13
2012-08-02,213.0,0.00019,0.004,6.82,0.02,8.93,81.0,7.5,2012-08-02
2012-08-22,209.0,0.0006,0.0052,6.72,0.02,9.11,83.2,8.04,2012-08-22
2012-09-24,202.0,0.00025,0.0087,6.35,0.02,9.22,82.2,7.65,2012-09-24
2012-11-06,228.0,0.00039,0.004,6.69,0.02,9.12,75.4,7.94,2012-11-06
2012-11-20,212.0,0.00029,0.004,7.16,0.02,9.99,89.1,7.72,2012-11-20
2013-03-27,216.0,0.00041,0.004,6.94,0.02,9.14,74.8,7.98,2013-03-27
2013-06-20,201.0,0.00033,0.0184,6.14,0.032,8.9,87.0,7.64,2013-06-20
2013-09-24,186.0,0.00072,0.0089,5.49,0.05,8.19,79.3,8.17,2013-09-24
2013-12-05,221.0,0.00018,0.004,7.17,0.02,8.11,70.1,7.5,2013-12-05
2014-01-21,215.0,0.00045,0.004,6.73,0.02,10.1,84.4,8.07,2014-01-21
2014-04-30,217.0,0.0002,0.004,6.52,0.02,10.3,91.0,7.57,2014-04-30
2014-07-23,198.0,0.00092,0.0075,5.25,0.031,8.04,83.6,8.07,2014-07-23
2014-10-07,173.0,0.00049,0.0058,5.09,0.055,9.67,82.8,8.44,2014-10-07
2015-02-27,212.0,0.00024,0.004,6.59,0.013,9.65,83.4,7.67,2015-02-27
2015-05-14,213.0,0.00028,0.0155,5.68,0.012,8.95,80.0,7.7,2015-05-14
2015-08-06,174.0,0.00072,0.0105,3.95,0.061,8.0,82.1,7.91,2015-08-06
2015-11-10,216.0,0.00069,0.0074,3.92,0.051,8.46,80.8,8.19,2015-11-10
2016-03-29,212.0,0.00036,0.004,5.8,0.01,11.6,100.8,7.84,2016-03-29
2016-06-29,203.0,0.00032,0.0076,5.83,0.022,7.83,72.0,7.72,2016-06-29
2016-09-29,188.0,0.00061,0.0062,5.23,0.057,9.36,93.9,7.87,2016-09-29
2016-12-07,217.0,0.00042,0.0086,6.87,0.051,12.1,98.3,8.32,2016-12-07
2017-01-11,214.0,0.00043,0.0072,5.48,0.063,10.1,83.3,8.3,2017-01-11
2017-09-20,196.0,0.00061,0.004,4.04,0.02,9.84,90.3,8.11,2017-09-20
2017-10-11,203.0,0.0007,0.0053,4.18,0.023,9.14,87.5,8.08,2017-10-11
2017-11-15,226.0,0.0005,0.0047,5.08,0.053,10.5,90.2,8.22,2017-11-15
2017-12-15,215.0,0.00033,0.0092,5.12,0.058,11.3,84.4,8.26,2017-12-15
2018-02-19,223.0,0.00021,0.004,6.77,0.01,9.93,87.3,7.59,2018-02-19
2018-03-06,221.0,0.00026,0.0045,6.7,0.01,10.8,93.1,7.7,2018-03-06
2018-04-16,217.0,0.0002,0.004,6.21,0.01,10.9,98.1,7.55,2018-04-16
2018-05-30,201.0,0.00019,0.0121,5.77,0.02,8.76,80.0,7.45,2018-05-30
2018-06-21,204.0,0.00046,0.0087,5.37,0.016,10.2,98.4,7.8,2018-06-21
2018-07-31,178.0,0.00089,0.0086,4.22,0.037,8.58,88.5,8.1,2018-07-31
2018-08-20,185.0,0.00103,0.0069,4.21,0.029,8.56,92.0,8.17,2018-08-20
2018-09-13,184.0,0.0006,0.004,4.09,0.025,10.9,99.4,8.17,2018-09-13
2018-11-30,157.0,0.00046,0.01,4.09,0.047,10.5,88.1,8.06,2018-11-30
2018-12-12,216.0,0.00042,0.0071,8.0,0.046,11.8,96.4,8.36,2018-12-12
2018-12-18,194.0,0.00044,0.0065,6.48,0.048,11.5,94.9,8.32,2018-12-18
2019-01-21,224.0,0.0002,0.0062,6.43,0.014,9.16,76.7,7.63,2019-01-21
2019-02-25,224.0,0.0002,0.0071,6.92,0.01,9.92,87.2,7.58,2019-02-25
2019-03-21,221.0,0.0003,0.004,6.72,0.01,9.57,84.1,7.75,2019-03-21
2019-04-12,219.0,0.00027,0.0046,6.8,0.01,11.2,98.9,7.7,2019-04-12
2019-05-24,190.0,0.00036,0.0144,5.25,0.038,8.8,86.7,7.67,2019-05-24
2019-06-14,181.0,0.0011,0.0151,2.81,0.06,9.73,92.4,8.08,2019-06-14
2019-07-10,200.0,0.00305,0.014,6.6,0.013,8.57,89.8,8.27,2019-07-10
2019-09-30,170.0,0.0006,0.0055,3.1,0.065,8.25,77.8,7.96,2019-09-30
2019-10-14,220.0,0.00023,0.0044,6.2,0.021,8.37,76.2,7.58,2019-10-14
2019-10-30,230.0,0.00018,0.004,7.3,0.01,9.93,87.3,7.53,2019-10-30
2019-11-25,230.0,0.00017,0.004,6.6,0.01,8.82,78.8,7.47,2019-11-25
2019-12-10,220.0,0.00021,0.0047,6.4,0.01,9.74,84.8,7.6,2019-12-10
2020-01-24,220.0,0.00023,0.004,6.9,0.01,9.95,86.2,7.66,2020-01-24
2020-02-24,220.0,0.00025,0.004,7.2,0.01,9.92,86.6,7.68,2020-02-24
2021-01-12,210.0,0.00019,0.004,6.3,0.01,10.5,92.3,7.56,2021-01-12
2021-03-04,210.0,0.00022,0.004,6.4,0.01,10.2,88.3,7.63,2021-03-04
2021-04-29,210.0,0.00023,0.004,6.4,0.01,10.5,92.4,7.62,2021-04-29
2021-05-27,210.0,0.00021,0.0049,6.4,0.01,10.7,97.3,7.55,2021-05-27
2021-06-28,220.0,0.00014,0.0061,6.7,0.01,9.38,85.0,7.38,2021-06-28
2021-07-15,210.0,0.00035,0.0072,6.2,0.019,9.73,93.2,7.69,2021-07-15
2021-08-10,190.0,0.00072,0.0093,5.0,0.055,9.68,94.8,7.98,2021-08-10
2021-09-24,190.0,0.00078,0.0054,4.9,0.05,9.93,98.5,8.28,2021-09-24
2021-10-15,200.0,0.00063,0.0049,5.2,0.058,10.0,92.8,8.22,2021-10-15
2021-11-16,220.0,0.00052,0.0068,6.2,0.059,11.0,96.3,8.26,2021-11-16
2021-12-16,230.0,0.0002,0.0082,6.0,0.018,8.3,73.5,7.56,2021-12-16
2022-01-25,220.0,0.00023,0.004,7.0,0.01,9.47,79.1,7.7,2022-01-25
2022-02-23,210.0,0.00038,0.004,6.8,0.017,9.46,82.2,7.87,2022-02-23
2022-03-14,230.0,0.00029,0.004,6.7,0.01,9.67,86.2,7.72,2022-03-14
2022-04-08,220.0,0.00022,0.004,6.2,0.01,11.3,101.9,7.57,2022-04-08
2022-05-20,180.0,0.00073,0.014,4.3,0.043,9.89,96.0,8.12,2022-05-20
2022-06-21,180.0,0.00081,0.012,4.0,0.064,10.8,108.1,8.32,2022-06-21
2022-07-14,180.0,0.00099,0.0087,3.3,0.044,9.69,102.8,8.23,2022-07-14
2022-08-15,170.0,0.00101,0.0064,2.5,0.036,7.52,80.3,8.12,2022-08-15
2022-09-29,180.0,0.00058,0.004,4.0,0.039,10.9,98.4,8.18,2022-09-29
2022-10-25,170.0,0.00064,0.0049,4.0,0.059,8.74,81.7,8.06,2022-10-25
2022-11-15,190.0,0.00058,0.0051,4.7,0.067,9.85,88.9,8.24,2022-11-15
2022-12-09,220.0,0.00021,0.004,6.9,0.01,10.1,84.2,7.67,2022-12-09
2023-01-25,210.0,0.00022,0.004,6.7,0.01,11.0,94.1,7.65,2023-01-25
2023-02-27,220.0,0.00019,0.004,6.2,0.01,11.2,97.1,7.57,2023-02-27
2023-03-15,210.0,0.00021,0.004,6.4,0.01,11.2,91.4,7.7,2023-03-15
2023-04-05,220.0,0.00032,0.004,6.9,0.011,11.3,99.5,7.77,2023-04-05
2023-07-25,200.0,0.00044,0.0089,4.9,0.048,10.3,98.2,7.8,2023-07-25
2023-08-15,170.0,0.00084,0.0066,4.1,0.055,10.7,108.3,8.35,2023-08-15
2002-12-31,230.0,0.00102,0.0277,5.71,0.219,12.3,99.8,7.95,2002-12-31
2003-02-02,255.0,0.00163,0.0225,6.73,0.182,11.6,95.4,8.22,2003-02-02
2003-03-13,251.0,0.00126,0.0154,6.19,0.07,13.4,114.2,8.0,2003-03-13
2003-04-02,193.0,0.00103,0.0274,4.39,0.02,12.3,109.4,8.31,2003-04-02
2003-05-01,239.0,0.00887,0.0531,6.67,0.09,10.2,91.7,8.09,2003-05-01
2003-05-30,245.0,0.003,0.0425,6.1,0.06,8.86,87.0,7.97,2003-05-30
2003-07-05,237.0,0.00692,0.0514,6.08,0.06,9.33,92.3,8.18,2003-07-05
2003-07-30,218.0,0.00577,0.0637,7.4,0.06,8.54,85.0,7.91,2003-07-30
2003-08-01,234.0,0.00761,0.0604,6.64,0.05,9.13,91.3,7.87,2003-08-01
2003-09-03,249.0,0.00691,0.0449,5.8,0.04,8.82,84.9,8.16,2003-09-03
2003-10-29,246.0,0.00722,0.0557,6.45,0.05,10.3,87.0,8.11,2003-10-29
2003-11-17,245.0,0.0129,0.0663,6.94,0.09,9.8,83.2,8.18,2003-11-17
2003-12-10,250.0,0.00423,0.0356,6.34,0.08,10.6,83.3,8.04,2003-12-10
2010-05-18,246.0,0.00119,0.0265,6.05,0.033,10.1,94.3,7.6,2010-05-18
2010-06-08,238.0,0.00181,0.0352,6.19,0.043,9.35,91.0,7.7,2010-06-08
2010-07-01,236.0,0.00581,0.0785,6.18,0.041,10.5,109.3,8.11,2010-07-01
2010-07-27,244.0,0.00357,0.0545,5.8,0.038,9.65,99.7,7.91,2010-07-27
2010-09-06,249.0,0.00089,0.0363,5.64,0.03,10.6,103.4,7.5,2010-09-06
2010-10-08,241.0,0.00125,0.0391,5.67,0.037,9.35,91.0,7.5,2010-10-08
2010-11-27,240.0,0.00199,0.0442,6.65,0.199,12.2,93.7,7.62,2010-11-27
2010-12-16,218.0,0.00126,0.0453,7.4,0.171,10.9,95.6,8.2,2010-12-16
2011-01-05,240.0,0.00069,0.0174,5.37,0.057,10.5,85.2,7.9,2011-01-05
2011-02-08,256.0,0.00536,0.0301,6.27,0.067,11.8,99.1,7.93,2011-02-08
2011-03-01,242.0,0.00241,0.0233,6.72,0.059,11.8,97.7,7.83,2011-03-01
2011-04-26,244.0,0.00791,0.0488,7.39,0.033,11.3,108.3,7.9,2011-04-26
2011-05-11,242.0,0.00209,0.0375,6.73,0.122,9.84,92.6,7.68,2011-05-11
2011-06-07,240.0,0.00856,0.0407,6.57,0.055,9.8,95.1,8.06,2011-06-07
2011-07-21,257.0,0.00239,0.0314,5.69,0.037,9.89,95.9,7.8,2011-07-21
2011-08-23,245.0,0.00384,0.0361,5.25,0.03,9.28,90.1,7.9,2011-08-23
2011-09-14,232.0,0.00299,0.0363,5.57,0.035,10.1,95.6,7.89,2011-09-14
2011-10-04,246.0,0.0041,0.0376,5.38,0.029,9.85,98.1,7.91,2011-10-04
2011-11-16,240.0,0.00466,0.04,5.82,0.052,10.6,90.0,7.94,2011-11-16
2011-12-06,244.0,0.00533,0.0313,6.32,0.046,11.8,95.0,7.96,2011-12-06
2012-01-11,245.0,0.00198,0.0211,5.64,0.049,11.0,95.3,7.68,2012-01-11
2012-02-02,250.0,0.00222,0.0188,6.15,0.045,12.5,94.4,8.01,2012-02-02
2012-03-06,234.0,0.0066,0.029,6.17,0.031,12.8,108.7,7.85,2012-03-06
2012-04-19,223.0,0.00235,0.0223,5.25,0.027,10.0,91.6,8.02,2012-04-19
2012-05-18,249.0,0.0016,0.0189,5.48,0.02,12.0,109.3,8.05,2012-05-18
2012-06-13,239.0,0.00163,0.0234,5.51,0.046,11.0,103.0,7.98,2012-06-13
2012-07-19,247.0,0.00225,0.0277,5.19,0.054,8.37,84.3,8.14,2012-07-19
2012-08-16,245.0,0.00172,0.03,5.28,0.045,8.01,79.3,7.97,2012-08-16
2012-09-06,250.0,0.00266,0.0299,5.64,0.036,11.1,109.8,8.07,2012-09-06
2012-09-25,237.0,0.00264,0.035,5.45,0.051,8.92,83.0,7.99,2012-09-25
2012-11-09,254.0,0.00185,0.0248,6.04,0.081,10.1,89.1,8.11,2012-11-09
2012-11-29,253.0,0.00136,0.0221,6.3,0.138,10.2,84.0,8.13,2012-11-29
2013-05-01,252.0,0.00127,0.0249,6.63,0.025,11.1,99.9,8.19,2013-05-01
2013-06-13,238.0,0.00339,0.042,6.62,0.057,7.67,72.3,7.72,2013-06-13
2013-09-13,239.0,0.00246,0.0743,6.55,0.039,7.91,78.6,7.73,2013-09-13
2013-12-02,244.0,0.0061,0.0346,6.41,0.054,9.53,82.2,7.9,2013-12-02
2014-01-23,255.0,0.00071,0.0116,6.46,0.092,9.55,79.8,8.0,2014-01-23
2014-04-10,248.0,0.00054,0.0138,6.6,0.053,11.7,102.9,8.01,2014-04-10
2014-07-30,243.0,0.0029,0.0469,6.4,0.041,8.14,86.0,7.88,2014-07-30
2015-02-17,252.0,0.00319,0.022,6.87,0.059,10.0,81.8,8.04,2015-02-17
2015-05-27,248.0,0.00286,0.0382,6.75,0.044,10.1,98.3,7.97,2015-05-27
2015-08-21,237.0,0.00149,0.0367,6.38,0.053,9.24,91.7,7.84,2015-08-21
2015-11-05,246.0,0.00437,0.0451,6.49,0.067,7.72,72.5,7.78,2015-11-05
2016-03-14,245.0,0.00163,0.0179,6.66,0.042,12.0,105.3,8.24,2016-03-14
2016-06-20,237.0,0.00364,0.0272,6.04,0.04,9.32,93.5,7.94,2016-06-20
2016-09-15,249.0,0.0057,0.0386,5.92,0.046,8.22,87.6,8.1,2016-09-15
2016-12-08,247.0,0.00404,0.033,6.57,0.048,9.3,83.3,7.95,2016-12-08
2017-01-25,307.0,0.0004,0.0168,6.17,0.044,10.6,85.7,7.98,2017-01-25
2017-04-03,248.0,0.00054,0.0091,5.89,0.025,12.7,112.5,8.07,2017-04-03
2017-07-17,247.0,0.00082,0.0196,5.55,0.047,10.6,109.4,7.93,2017-07-17
2021-04-28,240.0,0.00038,0.018,6.4,0.01,9.64,85.2,7.84,2021-04-28
2021-07-08,250.0,0.00068,0.02,6.0,0.032,10.1,99.0,7.96,2021-07-08
2021-11-10,260.0,0.00081,0.016,6.0,0.043,10.5,97.9,7.93,2021-11-10
2022-01-27,250.0,0.00066,0.012,7.1,0.047,11.6,100.3,8.06,2022-01-27
2023-04-04,260.0,0.00043,0.0077,6.2,0.083,11.5,97.9,7.96,2023-04-04
2023-07-07,250.0,0.00045,0.018,6.2,0.03,9.22,87.9,7.81,2023-07-07
2023-08-15,250.0,0.00042,0.021,5.7,0.037,8.26,78.6,7.77,2023-08-15
2003-01-24,217.0,0.00037,0.0362,6.41,0.2,11.8,90.4,7.75,2003-01-24
2003-01-28,253.0,0.00085,0.0367,5.45,0.177,11.2,90.7,8.01,2003-01-28
2003-02-25,248.0,0.00041,0.0214,5.32,0.114,9.88,79.9,8.3,2003-02-25
2003-03-24,234.0,0.00054,0.0223,4.69,0.124,15.3,135.8,8.69,2003-03-24
2003-04-30,210.0,0.00062,0.0326,2.99,0.267,10.2,94.0,8.05,2003-04-30
2003-05-19,210.0,0.00103,0.0324,2.5,0.363,10.7,102.3,8.1,2003-05-19
2003-05-27,213.0,0.0014,0.0284,1.63,0.319,8.82,86.4,8.14,2003-05-27
2003-07-04,204.0,0.00113,0.0309,1.31,0.484,7.62,77.3,7.99,2003-07-04
2003-07-30,193.0,0.00053,0.0192,0.72,0.465,5.74,59.3,7.7,2003-07-30
2003-08-29,208.0,0.00061,0.0363,0.73,0.44,7.1,70.0,7.9,2003-08-29
2003-10-22,237.0,0.00029,0.0095,1.7,0.525,10.5,85.0,7.83,2003-10-22
2003-10-31,157.0,0.00048,0.0191,1.86,0.512,8.25,70.3,8.16,2003-10-31
2003-11-28,148.0,0.00102,0.0758,27.5,0.349,11.5,100.7,7.88,2003-11-28
2004-02-10,193.0,0.00037,0.0257,13.8,0.141,11.8,92.3,8.19,2004-02-10
2007-01-05,227.0,0.00049,0.029,8.56,0.155,10.3,86.6,7.88,2007-01-05
2007-01-31,284.0,0.00039,0.0299,6.84,0.158,11.6,91.7,7.72,2007-01-31
2007-02-27,197.0,0.00028,0.0162,4.7,0.11,10.5,88.2,7.74,2007-02-27
2007-04-04,248.0,0.00043,0.0125,4.32,0.062,12.3,100.3,8.13,2007-04-04
2007-05-02,249.0,0.00262,0.0671,2.9,0.229,8.31,79.3,7.9,2007-05-02
2007-06-28,257.0,0.00056,0.0379,3.06,0.225,7.31,70.6,7.8,2007-06-28
2007-07-05,248.0,0.0008,0.0498,2.3,0.224,6.48,65.7,7.8,2007-07-05
2007-07-27,263.0,0.00054,0.0382,2.83,0.235,6.52,65.0,7.7,2007-07-27
2007-08-01,293.0,0.00078,0.0528,2.73,0.217,7.8,79.5,7.82,2007-08-01
2007-08-31,299.0,0.00069,0.0499,3.27,0.277,7.41,73.7,7.9,2007-08-31
2007-10-03,256.0,0.00054,0.0154,2.67,0.417,7.68,72.9,7.9,2007-10-03
2007-10-30,291.0,0.00048,0.0195,3.6,0.272,9.44,83.2,7.95,2007-10-30
2007-11-29,276.0,0.00042,0.0293,5.45,0.185,10.1,85.8,7.92,2007-11-29
2008-01-08,276.0,0.00068,0.0267,5.63,0.168,11.7,92.7,8.1,2008-01-08
2008-02-01,255.0,0.00401,0.0281,4.4,0.174,11.8,91.4,8.1,2008-02-01
2008-02-28,265.0,0.0004,0.0189,4.85,0.163,13.3,106.1,8.41,2008-02-28
2008-03-27,269.0,0.00046,0.016,4.09,0.129,12.3,103.4,8.2,2008-03-27
2008-04-29,276.0,0.0006,0.0254,2.81,0.124,11.8,107.9,8.34,2008-04-29
2008-06-08,259.0,0.00187,0.0434,2.42,0.144,7.77,78.9,7.9,2008-06-08
2008-07-01,241.0,0.00097,0.0249,1.95,0.289,12.6,133.5,8.41,2008-07-01
2008-07-28,220.0,0.00175,0.056,1.78,0.399,7.64,85.1,7.8,2008-07-28
2008-08-26,234.0,0.00071,0.025,1.92,0.387,6.47,66.2,7.91,2008-08-26
2008-09-29,255.0,0.0006,0.013,2.43,0.262,8.02,73.2,8.0,2008-09-29
2008-10-27,244.0,0.00051,0.0107,3.08,0.367,9.13,79.4,8.02,2008-10-27
2008-11-23,294.0,0.00057,0.031,6.09,0.349,11.5,88.4,8.17,2008-11-23
2009-01-23,204.0,0.0004,0.0207,6.2,0.184,12.0,87.1,8.0,2009-01-23
2009-02-27,255.0,0.00044,0.013,4.33,0.097,11.8,97.6,8.2,2009-02-27
2009-03-16,270.0,0.00049,0.0127,3.8,0.082,15.2,130.6,8.39,2009-03-16
2009-05-12,255.0,0.00122,0.0379,3.06,0.246,9.22,83.8,8.1,2009-05-12
2009-05-25,257.0,0.00369,0.0686,2.51,0.32,7.03,71.0,7.87,2009-05-25
2009-06-01,265.0,0.00343,0.072,1.8,0.377,5.97,62.4,7.72,2009-06-01
2009-07-04,235.0,0.00114,0.0549,0.97,0.519,6.98,75.2,7.65,2009-07-04
2009-07-31,199.0,0.00061,0.025,1.56,0.397,6.4,63.5,7.8,2009-07-31
2009-08-22,233.0,0.00057,0.0231,1.19,0.398,5.32,52.0,7.72,2009-08-22
2009-09-28,250.0,0.00036,0.0065,0.84,0.356,8.3,76.6,7.76,2009-09-28
2009-11-13,190.0,0.00033,0.0209,2.57,0.369,8.53,75.8,7.77,2009-11-13
2009-11-26,160.0,0.00026,0.0504,17.5,0.24,8.48,72.3,7.72,2009-11-26
2010-01-15,238.0,0.00075,0.0317,5.78,0.174,12.6,93.9,8.01,2010-01-15
2010-02-16,220.0,0.00038,0.0203,5.86,0.117,12.0,94.1,8.0,2010-02-16
2010-03-11,242.0,0.00035,0.0122,5.49,0.098,12.5,95.6,8.15,2010-03-11
2010-04-08,252.0,0.00047,0.0163,3.84,0.095,10.7,90.9,8.2,2010-04-08
2010-05-05,238.0,0.00059,0.0236,4.7,0.166,12.1,110.2,8.26,2010-05-05
2010-06-10,224.0,0.00147,0.058,2.37,0.457,5.54,55.7,7.7,2010-06-10
2010-07-08,246.0,0.00061,0.0198,1.01,0.361,5.63,58.3,7.57,2010-07-08
2010-07-30,222.0,0.00034,0.0087,0.75,0.381,6.12,60.7,7.56,2010-07-30
2010-08-31,172.0,0.00024,0.045,8.21,0.245,4.38,44.2,7.45,2010-08-31
2010-10-11,214.0,0.00025,0.01,2.74,0.252,6.87,65.5,7.56,2010-10-11
2010-10-25,192.0,0.00028,0.0055,4.16,0.356,10.1,81.6,7.83,2010-10-25
2010-12-11,241.0,0.00054,0.0223,4.29,0.267,11.9,86.7,7.96,2010-12-11
2011-01-06,226.0,0.00036,0.0376,8.18,0.17,10.9,82.1,7.86,2011-01-06
2011-02-05,263.0,0.00065,0.0345,6.68,0.185,9.91,85.2,8.15,2011-02-05
2011-03-01,229.0,0.00036,0.021,8.92,0.137,13.5,106.2,7.97,2011-03-01
2011-04-14,264.0,0.00128,0.0348,3.34,0.267,11.5,102.9,8.27,2011-04-14
2011-05-09,196.0,0.00124,0.0516,3.42,0.348,7.07,68.0,7.81,2011-05-09
2011-06-29,199.0,0.00039,0.0216,1.13,0.435,5.72,57.4,7.54,2011-06-29
2011-07-01,206.0,0.00031,0.0094,0.99,0.41,8.48,83.1,7.61,2011-07-01
2011-08-25,203.0,0.00025,0.0058,1.06,0.365,5.03,49.7,7.51,2011-08-25
2011-09-01,192.0,0.0003,0.0054,1.17,0.379,4.7,44.6,7.65,2011-09-01
2011-10-07,195.0,0.00031,0.0054,0.86,0.398,7.6,69.9,7.7,2011-10-07
2011-11-06,230.0,0.00035,0.0156,1.64,0.483,7.49,67.0,7.79,2011-11-06
2011-12-13,136.0,0.0003,0.0162,4.26,0.357,9.51,76.8,7.86,2011-12-13
2012-01-10,224.0,0.00038,0.0206,6.45,0.28,10.2,84.8,7.93,2012-01-10
2012-01-30,223.0,0.00034,0.0184,9.17,0.26,11.7,88.0,8.05,2012-01-30
2012-03-05,157.0,0.00149,0.0377,11.2,0.327,11.0,86.4,7.9,2012-03-05
2012-04-24,211.0,0.00052,0.0133,3.42,0.248,10.1,88.4,8.02,2012-04-24
2012-05-03,224.0,0.00066,0.032,4.54,0.173,7.52,66.5,7.88,2012-05-03
2012-06-12,140.0,0.00069,0.0339,4.33,0.311,6.48,59.6,7.76,2012-06-12
2012-06-25,225.0,0.00094,0.0307,1.9,0.3,6.23,63.1,7.92,2012-06-25
2012-08-07,248.0,0.0008,0.0295,1.81,0.365,5.46,55.0,7.83,2012-08-07
2012-09-10,211.0,0.00035,0.0123,1.08,0.302,4.64,46.0,7.65,2012-09-10
2012-11-20,292.0,0.00102,0.0311,4.17,0.166,8.87,75.0,8.14,2012-11-20
2012-12-07,263.0,0.00029,0.0231,5.43,0.146,9.76,73.0,7.83,2012-12-07
2013-01-09,281.0,0.00077,0.0361,4.47,0.162,9.81,83.0,8.1,2013-01-09
2013-06-06,242.0,0.00098,0.0384,3.81,0.166,11.4,114.6,8.41,2013-06-06
2013-07-10,196.0,0.00142,0.0364,1.09,0.304,5.18,56.6,7.84,2013-07-10
2014-02-12,230.0,0.0004,0.0244,4.8,0.12,11.2,87.6,8.28,2014-02-12
2014-05-21,215.0,0.00281,0.0388,1.97,0.184,6.77,67.3,8.05,2014-05-21
2014-08-28,167.0,0.00046,0.0087,1.19,0.332,5.61,57.7,7.71,2014-08-28
2014-11-17,163.0,0.0003,0.0378,12.3,0.226,7.81,68.7,7.75,2014-11-17
2015-03-04,245.0,0.00036,0.0184,6.4,0.106,11.9,92.0,8.29,2015-03-04
2015-06-10,190.0,0.00057,0.0115,0.99,0.2,9.8,93.2,7.92,2015-06-10
2015-09-30,213.0,0.0003,0.0095,3.03,0.301,7.0,63.6,7.7,2015-09-30
2015-12-02,242.0,0.00048,0.0223,7.92,0.36,8.69,76.2,7.96,2015-12-02
2016-01-27,247.0,0.00052,0.0361,9.34,0.159,9.21,80.2,8.07,2016-01-27
2016-04-13,235.0,0.00041,0.0173,4.0,0.117,9.58,82.2,7.92,2016-04-13
2016-07-13,245.0,0.00062,0.019,1.17,0.307,5.08,51.4,7.72,2016-07-13
2016-10-11,223.0,0.0005,0.004,0.72,0.301,7.81,67.2,8.02,2016-10-11
2017-02-13,224.0,0.00038,0.0316,12.4,0.139,10.9,85.7,8.08,2017-02-13
2017-09-21,187.0,0.00028,0.0045,1.28,0.388,4.73,44.4,7.63,2017-09-21
2017-10-06,221.0,0.00035,0.0168,1.0,0.327,5.25,48.0,7.71,2017-10-06
2017-11-08,197.0,0.00016,0.0355,4.07,0.399,6.31,53.4,7.53,2017-11-08
2017-12-07,250.0,0.00053,0.0334,4.43,0.342,9.6,82.0,7.93,2017-12-07
2018-03-07,228.0,0.00073,0.0259,9.08,0.148,11.4,90.2,8.04,2018-03-07
2018-03-16,235.0,0.0005,0.0318,7.88,0.095,11.3,97.2,8.12,2018-03-16
2018-04-05,210.0,0.00121,0.037,6.77,0.074,10.9,92.6,8.06,2018-04-05
2018-05-31,176.0,0.00081,0.278,8.99,0.262,7.99,82.2,7.74,2018-05-31
2018-07-19,212.0,0.00051,0.0071,0.26,0.312,5.98,62.2,7.74,2018-07-19
2018-08-23,204.0,0.00041,0.0061,0.24,0.316,3.08,32.0,7.56,2018-08-23
2018-09-21,132.0,0.00021,0.0146,0.75,0.237,2.95,29.1,7.42,2018-09-21
2018-10-10,226.0,0.00038,0.0089,0.47,0.194,4.83,43.3,7.7,2018-10-10
2018-11-08,208.0,0.00028,0.0207,1.54,0.215,8.98,78.6,7.72,2018-11-08
2018-12-06,179.0,0.00027,0.0517,16.0,0.279,7.63,66.4,7.7,2018-12-06
2019-01-03,247.0,0.00071,0.0358,8.27,0.204,10.6,84.2,8.21,2019-01-03
2019-02-27,250.0,0.00056,0.0283,8.0,0.15,10.0,79.3,8.04,2019-02-27
2019-03-15,213.0,0.00071,0.0423,12.4,0.142,10.9,96.9,8.15,2019-03-15
2019-04-09,188.0,0.0034,0.0343,3.48,0.129,10.1,86.8,7.89,2019-04-09
2019-06-12,170.0,0.00189,0.0357,1.82,0.358,6.5,61.0,8.02,2019-06-12
2019-07-05,260.0,0.0032,0.036,0.3,0.35,4.23,42.2,8.42,2019-07-05
2019-08-29,240.0,0.00222,0.029,0.2,0.41,10.8,110.2,7.9,2019-08-29
2019-09-12,240.0,0.00073,0.01,0.2,0.31,6.64,64.6,8.06,2019-09-12
2019-10-17,180.0,0.00056,0.049,14.0,0.32,7.39,66.2,8.31,2019-10-17
2019-11-14,174.0,0.00042,0.0197,11.7,0.152,11.1,90.4,8.36,2019-11-14
